sample	unclassified-kra_ERR9709092_	unclassified-kra_ERR9709093_	unclassified-kra_ERR9709094_	unclassified-kra_ERR9709096_	unclassified-kra_ERR9709099_	unclassified-kra_ERR9709100_	unclassified-kra_ERR9709101_	unclassified-kra_ERR9709103_	unclassified-kra_ERR9709105_	unclassified-kra_ERR9709107_	unclassified-kra_ERR9709108_	unclassified-kra_ERR9709109_	unclassified-kra_ERR9709114_	unclassified-kra_ERR9709115_	unclassified-kra_ERR9709117_	unclassified-kra_ERR9709118_	unclassified-kra_ERR9709119_	unclassified-kra_ERR9709121_	unclassified-kra_ERR9709122_	unclassified-kra_ERR9709123_	unclassified-kra_ERR9709124_	unclassified-kra_ERR9709125_	unclassified-kra_ERR9709126_	unclassified-kra_ERR9709127_	unclassified-kra_ERR9709129_	unclassified-kra_ERR9709130_	unclassified-kra_ERR9709132_	unclassified-kra_ERR9709134_	unclassified-kra_ERR9709135_	unclassified-kra_ERR9709136_	unclassified-kra_ERR9709137_	unclassified-kra_ERR9709140_	unclassified-kra_ERR9709141_	unclassified-kra_ERR9709142_	unclassified-kra_ERR9709144_	unclassified-kra_ERR9709145_	unclassified-kra_ERR9709146_	unclassified-kra_ERR9709147_	unclassified-kra_ERR9709149_	unclassified-kra_ERR9709155_	unclassified-kra_ERR9709158_	unclassified-kra_ERR9709167_	unclassified-kra_ERR9709172_	unclassified-kra_ERR9709173_	unclassified-kra_ERR9709174_	unclassified-kra_ERR9709177_	unclassified-kra_ERR9709178_	unclassified-kra_ERR9709180_	unclassified-kra_ERR9709184_	unclassified-kra_ERR9709187_	unclassified-kra_ERR9709189_	unclassified-kra_ERR9709190_	unclassified-kra_ERR9709191_	unclassified-kra_ERR9709194_	unclassified-kra_ERR9709195_	unclassified-kra_ERR9709196_	unclassified-kra_ERR9709198_	unclassified-kra_ERR9709199_	unclassified-kra_ERR9709203_	unclassified-kra_ERR9709204_	unclassified-kra_ERR9709208_	unclassified-kra_ERR9709209_	unclassified-kra_ERR9709211_	unclassified-kra_ERR9709214_	unclassified-kra_ERR9709217_	unclassified-kra_ERR9709218_	unclassified-kra_ERR9709219_	unclassified-kra_ERR9709223_	unclassified-kra_ERR9709228_	unclassified-kra_ERR9709232_	unclassified-kra_ERR9709234_	unclassified-kra_ERR9709235_	unclassified-kra_ERR9709237_	unclassified-kra_ERR9709238_	unclassified-kra_ERR9709240_	unclassified-kra_ERR9709243_	unclassified-kra_ERR9709244_	unclassified-kra_ERR9709249_	unclassified-kra_ERR9709253_
unclassified-kra_ERR9709195_	0.0854427	0.0384016	0.140003	0.022982	0.124197	0.0318186	0.0268545	0.231644	0.0419615	0.0394674	0.153937	0.0270391	0.0293143	0.0833657	0.0254854	0.025462	0.0948613	0.0305027	0.0240533	0.104866	0.0681519	0.0204435	0.0228548	0.0277847	0.0589718	0.111501	0.103305	0.0917919	0.0643784	0.0513069	0.0745378	0.058321	0.0562551	0.0771811	0.0459366	0.0634284	0.139067	0.0582881	0.05791	0.0842147	0.0490094	0.144848	0.21519	0.175704	0.142465	0.0636025	0.0606585	0.0982163	0.260548	0.080966	0.107635	0.0857121	0.0533487	0.112933	0	0.0547733	0.0221823	0.0771466	0.0197849	0.0215439	0.0216198	0.0218016	0.0217689	0.0220703	0.0219144	0.0219948	0.0212844	0.0197501	0.0220267	0.0190537	0.0220196	0.0220398	0.043652	0.0220334	0.0219338	0.0219341	0.021994	0.0219914	0.0217134
unclassified-kra_ERR9709196_	0.134512	0.0894157	0.177713	0.0854664	0.149576	0.0864096	0.0819277	0.276107	0.0915905	0.0907456	0.183782	0.0796376	0.0612478	0.101742	0.0686519	0.0689355	0.126171	0.0711528	0.0674988	0.140593	0.116776	0.0672118	0.0677089	0.0640913	0.108169	0.13902	0.113589	0.116739	0.114402	0.108952	0.127617	0.101485	0.105853	0.126171	0.100669	0.100856	0.168366	0.100915	0.10672	0.136081	0.0981387	0.185924	0.232472	0.208217	0.1842	0.114035	0.117301	0.135421	nan	0.116111	0.117057	0.118558	0.087922	0.138153	0.0547733	0	0.0487454	0.119947	0.0841011	0.0861057	0.0862437	0.086182	0.0867238	0.0864545	0.0859616	0.0862371	0.0855096	0.0849074	0.0861226	0.0841873	0.0865519	0.0866604	0.106282	0.087007	0.0863769	0.0864177	0.0867106	0.0863448	0.0867224
unclassified-kra_ERR9709198_	0.109637	0.0422742	0.1691	0.023068	0.145167	0.0448966	0.0330823	0.275161	0.0452329	0.0427856	0.190101	0.040009	0.0307447	0.10332	0.0264482	0.0186545	0.121948	0.0410693	0.0255574	0.135987	0.0904739	0.0197142	0.0149223	0.028774	0.079096	0.120465	0.104197	0.0808805	0.0864603	0.0624677	0.0919029	0.0600231	0.0746316	0.0908124	0.0297668	0.0760408	0.168192	0.0637236	0.0756005	0.109914	0.0459825	0.176937	0.245534	0.203809	0.170605	0.0783117	0.0558479	0.108789	0.267017	0.0950083	0.11302	0.0982765	0.0371075	0.136677	0.0221823	0.0487454	0	0.100411	0.0119378	0.0153945	0.0156474	0.0159775	0.0155586	0.0155759	0.0162216	0.0160101	0.01598	0.0123968	0.0159833	0.00913084	0.0156912	0.0157694	0.0258351	0.0157542	0.015832	0.0161338	0.0158211	0.0157266	0.0155753
unclassified-kra_ERR9709199_	0.127945	0.108383	0.154832	0.0940043	0.130154	0.0837827	0.0899723	0.232293	0.107445	0.108694	0.160743	0.075401	0.0944977	0.12466	0.0874467	0.105359	0.121809	0.0764708	0.0831108	0.12498	0.107866	0.0868624	0.104928	0.0883126	0.0969183	0.169679	0.173623	0.176007	0.0865135	0.106802	0.12608	0.128664	0.0915891	0.136118	0.133063	0.110299	0.172739	0.12609	0.0929374	0.12557	0.121474	0.169343	0.216087	0.204729	0.167925	0.113254	0.135317	0.155717	0.272178	0.136907	0.177779	0.143088	0.137309	0.165159	0.0771466	0.119947	0.100411	0	0.0954519	0.0991009	0.0998051	0.0996986	0.100108	0.10059	0.0991026	0.0996536	0.0987902	0.0967245	0.0996438	0.0934181	0.100144	0.100145	0.123945	0.0999711	0.0998076	0.0998036	0.10014	0.100182	0.100342
unclassified-kra_ERR9709203_	0.0949746	0.0321164	0.154149	0.0128116	0.137305	0.034648	0.0234359	0.270216	0.0347478	0.032348	0.169766	0.0295	0.0230128	0.0927156	0.0172303	0.00915319	0.107736	0.0305505	0.0155522	0.119703	0.074701	0.0095015	0.00551268	0.0195509	0.0702365	0.112705	0.107142	0.0803037	0.0754454	0.0522764	0.0786663	0.0513387	0.0663777	0.078744	0.0230298	0.0669143	0.157829	0.0581231	0.0670416	0.0962091	0.0380218	0.174767	0.228842	0.194807	0.155895	0.0685304	0.0470521	0.102214	0.253591	0.0892649	0.119081	0.0919297	0.0349713	0.129621	0.0197849	0.0841011	0.0119378	0.0954519	0	0.0024456	0.00281633	0.00313068	0.00274382	0.00303263	0.00321116	0.00308715	0.00284366	0	0.00310365	0	0.00301222	0.00310988	0.0163117	0.00306659	0.00316218	0.00324322	0.00313874	0.00315697	0.00279586
unclassified-kra_ERR9709204_	0.0990876	0.0346388	0.158534	0.015242	0.138817	0.0358366	0.0253829	0.276687	0.0370841	0.0346496	0.175326	0.0306504	0.0250446	0.096392	0.0192729	0.0123318	0.110608	0.0316534	0.0173491	0.123839	0.0787103	0.0117666	0.00889284	0.0217668	0.0708873	0.116527	0.110045	0.0850586	0.0761988	0.0540419	0.0830486	0.054028	0.0667837	0.0827245	0.0277754	0.0690293	0.161647	0.0601676	0.0671654	0.100022	0.0410472	0.179369	0.225895	0.199228	0.159117	0.0693078	0.0500785	0.104828	0.261527	0.0929747	0.122565	0.0958821	0.039833	0.132072	0.0215439	0.0861057	0.0153945	0.0991009	0.0024456	0	0.00588699	0.00607496	0.00585112	0.00603518	0.00617847	0.00608886	0.00593547	0.00325717	0.00615864	0.000504981	0.00595454	0.00605473	0.0195346	0.00595494	0.00611349	0.00623234	0.00614516	0.00607296	0.00584643
unclassified-kra_ERR9709208_	0.0992966	0.0344947	0.159579	0.0155395	0.13845	0.0356357	0.0255634	0.277083	0.0372546	0.0347127	0.174766	0.0306983	0.0254128	0.0967482	0.0196791	0.0125129	0.111735	0.0318361	0.017494	0.124096	0.0789253	0.0121594	0.00898505	0.0221273	0.0707283	0.117223	0.110463	0.0850341	0.0759109	0.0541572	0.0830282	0.053913	0.0670771	0.0826617	0.0280664	0.0687937	0.161042	0.0600234	0.0674459	0.100418	0.0412538	0.178396	0.22743	0.198795	0.15916	0.0690984	0.0505409	0.104038	0.261527	0.0931675	0.123412	0.0961422	0.0401716	0.132594	0.0216198	0.0862437	0.0156474	0.0998051	0.00281633	0.00588699	0	0.00626594	0.00614093	0.00627218	0.00634204	0.00625707	0.00608749	0.00373772	0.00627572	0.00102938	0.0061406	0.00629372	0.0197897	0.00620093	0.00626874	0.00636293	0.00628099	0.00633188	0.00612713
unclassified-kra_ERR9709209_	0.0993416	0.0345834	0.159684	0.0157907	0.137355	0.0353938	0.025547	0.277457	0.0372587	0.0349176	0.176065	0.0303808	0.0254249	0.0970478	0.0196243	0.0128039	0.11154	0.0320233	0.0177823	0.12399	0.0789174	0.0123011	0.00926772	0.022223	0.0706405	0.117365	0.110869	0.0855251	0.0756631	0.0544537	0.0827997	0.0538593	0.0666666	0.0827459	0.0285948	0.068335	0.161224	0.059699	0.06695	0.100398	0.0414731	0.179052	0.227481	0.201957	0.16036	0.0691201	0.0509453	0.104054	0.253593	0.0933414	0.123595	0.0963588	0.0409299	0.132576	0.0218016	0.086182	0.0159775	0.0996986	0.00313068	0.00607496	0.00626594	0	0.00630244	0.00633624	0.00624483	0.0062861	0.00610926	0.00405555	0.00624074	0.00154075	0.00614143	0.00628572	0.0201386	0.00615356	0.00625842	0.0062984	0.00629741	0.00637009	0.00625608
unclassified-kra_ERR9709211_	0.0998648	0.0347365	0.159083	0.0156073	0.142011	0.0360011	0.0256345	0.277176	0.0374157	0.0350198	0.176344	0.0310641	0.0253789	0.0972165	0.0195748	0.0125373	0.112177	0.0317396	0.0175649	0.124472	0.0792521	0.0121757	0.00914158	0.0221213	0.0714323	0.117032	0.110754	0.0849068	0.0767259	0.0543569	0.0837007	0.0541193	0.0670742	0.0829423	0.0279595	0.0685673	0.162023	0.0605932	0.0674581	0.100781	0.0412573	0.179993	0.22896	0.201684	0.160781	0.069574	0.0504948	0.104681	0.253592	0.0937379	0.123868	0.096325	0.0399832	0.13359	0.0217689	0.0867238	0.0155586	0.100108	0.00274382	0.00585112	0.00614093	0.00630244	0	0.00623948	0.00645312	0.00632968	0.00619865	0.00360086	0.00632111	0.000796454	0.00622062	0.00628961	0.0195691	0.00625053	0.00633355	0.00643156	0.00634096	0.00632936	0.00612654
unclassified-kra_ERR9709214_	0.100141	0.0348584	0.160953	0.0158094	0.14202	0.0362606	0.0258613	0.274883	0.0375048	0.0351179	0.175832	0.0310957	0.0256592	0.0980224	0.0198444	0.0126779	0.112987	0.0324494	0.0181044	0.124992	0.0799058	0.0125056	0.00907972	0.0225054	0.0714345	0.117712	0.111004	0.0852878	0.0770132	0.0548187	0.0838914	0.0541035	0.0671582	0.0831714	0.0277789	0.0692008	0.16265	0.0605164	0.0678549	0.101074	0.0413762	0.181905	0.230625	0.200995	0.16104	0.0696535	0.0505871	0.10471	0.253592	0.09415	0.123725	0.0968071	0.0401497	0.134068	0.0220703	0.0864545	0.0155759	0.10059	0.00303263	0.00603518	0.00627218	0.00633624	0.00623948	0	0.00650625	0.006394	0.00629433	0.0036946	0.00641589	0.000930176	0.00619198	0.00632212	0.0193051	0.00622803	0.00637267	0.00652624	0.00636424	0.00634371	0.00617247
unclassified-kra_ERR9709217_	0.0986613	0.0342346	0.158155	0.0156799	0.137356	0.0354059	0.0253581	0.277398	0.037045	0.034842	0.174936	0.0301108	0.0252916	0.0964472	0.0194166	0.0129274	0.110892	0.0315526	0.0173724	0.122736	0.0781399	0.0120698	0.00932753	0.0221275	0.0703241	0.116759	0.110691	0.0858094	0.0753953	0.0542335	0.0826216	0.0538311	0.0664457	0.082614	0.0289117	0.0687381	0.160905	0.0595611	0.0671635	0.100342	0.0413721	0.178699	0.22456	0.199916	0.15946	0.0687701	0.051124	0.10418	0.253593	0.0930697	0.123316	0.0954426	0.0409678	0.132043	0.0219144	0.0859616	0.0162216	0.0991026	0.00321116	0.00617847	0.00634204	0.00624483	0.00645312	0.00650625	0	0.00613843	0.00604904	0.0041737	0.00634919	0.0018074	0.00626999	0.00636673	0.0206112	0.00629343	0.00628312	0.00621499	0.00623619	0.00653562	0.00638417
unclassified-kra_ERR9709218_	0.0993226	0.0345902	0.158866	0.015593	0.138837	0.035446	0.0255938	0.27738	0.0373153	0.0346626	0.176818	0.0303892	0.0253792	0.0968786	0.0196468	0.0127259	0.111526	0.0316773	0.0177081	0.124032	0.0790092	0.0121812	0.00916323	0.0220389	0.0710487	0.116606	0.110331	0.0858826	0.075849	0.0543772	0.0829992	0.0539379	0.0668422	0.0827671	0.0285686	0.0688244	0.161503	0.0601339	0.067206	0.100558	0.0412504	0.180655	0.225967	0.199625	0.158703	0.0690943	0.0507837	0.103853	0.253592	0.093455	0.123607	0.0959307	0.0406165	0.133062	0.0219948	0.0862371	0.0160101	0.0996536	0.00308715	0.00608886	0.00625707	0.0062861	0.00632968	0.006394	0.00613843	0	0.00607059	0.00399205	0.00635297	0.00143931	0.00624484	0.00632308	0.0201262	0.00628836	0.00620429	0.00623226	0.00618211	0.00648821	0.0063312
unclassified-kra_ERR9709219_	0.0983207	0.0340543	0.157661	0.0155023	0.13698	0.035003	0.0251977	0.272097	0.0369224	0.0343782	0.173916	0.0300452	0.0250021	0.095869	0.0190039	0.0125522	0.110502	0.0309881	0.0171878	0.122496	0.0781203	0.011837	0.00907336	0.0215241	0.0700007	0.116364	0.11057	0.0856373	0.0753677	0.0538039	0.0821035	0.0537579	0.0663148	0.0820958	0.0286149	0.0680874	0.160498	0.059838	0.0665501	0.0996966	0.0412173	0.179554	0.228997	0.198331	0.159301	0.0683873	0.0505165	0.104079	0.261527	0.0923733	0.122496	0.0955711	0.0405735	0.132068	0.0212844	0.0855096	0.01598	0.0987902	0.00284366	0.00593547	0.00608749	0.00610926	0.00619865	0.00629433	0.00604904	0.00607059	0	0.00371219	0.00620347	0.00131883	0.00611885	0.00619537	0.0204553	0.00608858	0.00610679	0.00605747	0.00611069	0.00633072	0.00617983
unclassified-kra_ERR9709223_	0.0961737	0.0335113	0.156633	0.0137028	0.13954	0.0358723	0.0242357	0.275388	0.0358933	0.0333342	0.171945	0.0306004	0.0239372	0.0940622	0.0174625	0.00978347	0.108863	0.0315204	0.0162212	0.120528	0.0758985	0.00989399	0.00645897	0.0200895	0.0712211	0.113779	0.108311	0.0809621	0.0767493	0.0529292	0.0798111	0.0525308	0.067398	0.079459	0.0233459	0.067737	0.158149	0.0599463	0.067688	0.0969196	0.0385909	0.177301	0.233928	0.19738	0.157427	0.0692583	0.0474884	0.104032	0.261525	0.0903819	0.11975	0.0926399	0.0351066	0.129591	0.0197501	0.0849074	0.0123968	0.0967245	0	0.00325717	0.00373772	0.00405555	0.00360086	0.0036946	0.0041737	0.00399205	0.00371219	0	0.00399382	0	0.00390357	0.00395599	0.0159117	0.00396192	0.00401788	0.00424968	0.00399593	0.00381066	0.00358767
unclassified-kra_ERR9709228_	0.0992603	0.0343619	0.159034	0.0156682	0.138084	0.0356815	0.0256967	0.274911	0.0373623	0.0349923	0.175455	0.0306225	0.0253617	0.0970531	0.0195351	0.0128748	0.111665	0.0319347	0.0177024	0.12435	0.0789923	0.0123139	0.00931649	0.0222326	0.0709875	0.116951	0.111015	0.0855749	0.0761115	0.0544195	0.0830494	0.0538749	0.0667347	0.08284	0.0284089	0.0687757	0.16133	0.059961	0.0672399	0.100466	0.0412736	0.179734	0.229019	0.200179	0.160633	0.0693003	0.0508993	0.104314	0.253592	0.093546	0.12395	0.0962549	0.040571	0.132581	0.0220267	0.0861226	0.0159833	0.0996438	0.00310365	0.00615864	0.00627572	0.00624074	0.00632111	0.00641589	0.00634919	0.00635297	0.00620347	0.00399382	0	0.0014471	0.00624858	0.00630869	0.0200971	0.00618061	0.00634379	0.00642121	0.00635432	0.00641928	0.00623758
unclassified-kra_ERR9709232_	0.0926198	0.0319649	0.152621	0.0119041	0.141936	0.0357366	0.0230734	0.271084	0.0344031	0.0319247	0.168797	0.0305328	0.0224541	0.0903786	0.0161674	0.0071366	0.10537	0.0307943	0.0150002	0.117916	0.0724695	0.00825305	0.00369809	0.0186673	0.0713293	0.109651	0.105783	0.0773351	0.07751	0.0522336	0.0762649	0.0509826	0.0677216	0.0758037	0.01854	0.0669438	0.154878	0.0590134	0.0682971	0.0934891	0.0360527	0.173168	0.232024	0.192071	0.153416	0.0695275	0.0445989	0.102508	0.253589	0.0865082	0.11585	0.088981	0.0296009	0.126117	0.0190537	0.0841873	0.00913084	0.0934181	0	0.000504981	0.00102938	0.00154075	0.000796454	0.000930176	0.0018074	0.00143931	0.00131883	0	0.0014471	0	0.00135532	0.00137861	0.0106524	0.00139345	0.0015808	0.00188075	0.00148822	0.00114824	0.000719794
unclassified-kra_ERR9709234_	0.0995028	0.0344653	0.159341	0.0156919	0.138842	0.0356818	0.0256712	0.274973	0.0372331	0.0347437	0.175648	0.0307308	0.0254861	0.096867	0.0198427	0.0126028	0.112213	0.0321415	0.0178244	0.124037	0.0792409	0.0124641	0.00898139	0.0223957	0.0707714	0.11685	0.111085	0.0852763	0.0765182	0.054558	0.082975	0.0538557	0.0668973	0.0828204	0.0280797	0.0691229	0.162191	0.059815	0.0674469	0.100469	0.0413355	0.180099	0.229038	0.200518	0.161126	0.0690718	0.0505615	0.104449	0.253593	0.0936585	0.123334	0.0959802	0.0405694	0.132937	0.0220196	0.0865519	0.0156912	0.100144	0.00301222	0.00595454	0.0061406	0.00614143	0.00622062	0.00619198	0.00626999	0.00624484	0.00611885	0.00390357	0.00624858	0.00135532	0	0.00617429	0.019671	0.00608151	0.00625705	0.00627918	0.00624038	0.00628067	0.00611069
unclassified-kra_ERR9709235_	0.0994903	0.0346126	0.159842	0.0156844	0.138838	0.0357211	0.0258634	0.274974	0.03748	0.0348563	0.175919	0.0307313	0.0255495	0.097333	0.0198576	0.0127346	0.112471	0.0322118	0.0179733	0.124669	0.0791459	0.0125691	0.00918004	0.0224503	0.0710908	0.117194	0.110312	0.0851198	0.0762382	0.0545588	0.0834049	0.053898	0.0673051	0.0831389	0.0281976	0.069155	0.162101	0.0596733	0.0676706	0.100937	0.0413695	0.179642	0.229025	0.199964	0.160866	0.0695483	0.0507276	0.104407	0.253592	0.0938463	0.123614	0.0963733	0.0403389	0.133578	0.0220398	0.0866604	0.0157694	0.100145	0.00310988	0.00605473	0.00629372	0.00628572	0.00628961	0.00632212	0.00636673	0.00632308	0.00619537	0.00395599	0.00630869	0.00137861	0.00617429	0	0.0197765	0.00619545	0.00631361	0.00637718	0.00633309	0.00642916	0.00620346
unclassified-kra_ERR9709237_	0.121492	0.0501406	0.184744	0.0319356	0.181144	0.0550621	0.0463995	0.302495	0.0540456	0.0511108	0.200291	0.0520718	0.0442997	0.119904	0.0400489	0.0248668	0.136036	0.0592826	0.0394502	0.150062	0.103043	0.0306913	0.0202655	0.0434678	0.0886084	0.134829	0.125367	0.0940737	0.0961839	0.0775969	0.104571	0.068174	0.0874059	0.103609	0.0346749	0.0944816	0.185097	0.0723544	0.0845439	0.122695	0.0546245	0.203794	0.272997	0.226479	0.183706	0.088793	0.0630744	0.120582	0.297118	0.114297	0.142335	0.116246	0.0448814	0.154688	0.043652	0.106282	0.0258351	0.123945	0.0163117	0.0195346	0.0197897	0.0201386	0.0195691	0.0193051	0.0206112	0.0201262	0.0204553	0.0159117	0.0200971	0.0106524	0.019671	0.0197765	0	0.0196775	0.0199626	0.0203348	0.0200019	0.0196117	0.0194109
unclassified-kra_ERR9709238_	0.0994521	0.0344098	0.158768	0.0157315	0.138841	0.0355569	0.0257704	0.277449	0.0372951	0.0347494	0.174591	0.0306952	0.0255451	0.0971745	0.0198983	0.0126143	0.11196	0.0323089	0.0179063	0.124526	0.0791405	0.0123913	0.00902165	0.0224201	0.0706884	0.116625	0.110506	0.0850051	0.076325	0.0544852	0.0833435	0.0537748	0.0669537	0.0829772	0.0283117	0.0685611	0.162193	0.0596982	0.0671339	0.100608	0.0412876	0.180101	0.227476	0.200801	0.160867	0.0691352	0.0507969	0.104197	0.253592	0.0937926	0.123503	0.0961364	0.0405003	0.133014	0.0220334	0.087007	0.0157542	0.0999711	0.00306659	0.00595494	0.00620093	0.00615356	0.00625053	0.00622803	0.00629343	0.00628836	0.00608858	0.00396192	0.00618061	0.00139345	0.00608151	0.00619545	0.0196775	0	0.0062084	0.00631714	0.00622749	0.00629623	0.00612632
unclassified-kra_ERR9709240_	0.0994096	0.0343708	0.159092	0.0156713	0.139226	0.0357202	0.0257995	0.280105	0.0371583	0.0348461	0.176741	0.0306299	0.0255229	0.0970124	0.0199579	0.0127789	0.111801	0.0322075	0.0179175	0.124523	0.078954	0.0124161	0.0090131	0.0222837	0.0709064	0.117354	0.110398	0.0856527	0.0760724	0.0545135	0.0833406	0.0539768	0.0670605	0.0829975	0.0283371	0.0691579	0.160951	0.0597903	0.0670664	0.100564	0.0415681	0.180561	0.22748	0.201081	0.159423	0.0688169	0.0507602	0.104145	0.253593	0.0936797	0.123111	0.096312	0.0407059	0.133086	0.0219338	0.0863769	0.015832	0.0998076	0.00316218	0.00611349	0.00626874	0.00625842	0.00633355	0.00637267	0.00628312	0.00620429	0.00610679	0.00401788	0.00634379	0.0015808	0.00625705	0.00631361	0.0199626	0.0062084	0	0.00626257	0.00624237	0.00639117	0.00627994
unclassified-kra_ERR9709243_	0.0991304	0.0343816	0.158694	0.0157376	0.13736	0.0353237	0.0256636	0.280115	0.0372887	0.0349138	0.175657	0.0303682	0.0254082	0.0966455	0.0197233	0.0128597	0.111327	0.0317483	0.0179104	0.123482	0.0787337	0.0123374	0.00921211	0.0221062	0.0707137	0.116904	0.11054	0.0858716	0.0757986	0.0545287	0.0828599	0.0536676	0.0667644	0.0828908	0.0285975	0.0690081	0.161574	0.0596108	0.067175	0.100301	0.0416851	0.180261	0.227498	0.200248	0.159934	0.0688335	0.0510913	0.103795	0.253593	0.0932316	0.123259	0.0958592	0.040773	0.13276	0.0219341	0.0864177	0.0161338	0.0998036	0.00324322	0.00623234	0.00636293	0.0062984	0.00643156	0.00652624	0.00621499	0.00623226	0.00605747	0.00424968	0.00642121	0.00188075	0.00627918	0.00637718	0.0203348	0.00631714	0.00626257	0	0.00629503	0.00659558	0.0064204
unclassified-kra_ERR9709244_	0.0991838	0.0345598	0.159337	0.0157346	0.139609	0.0355707	0.0257263	0.27497	0.0374252	0.0349291	0.175645	0.0307301	0.0255418	0.097022	0.0198656	0.0127196	0.11145	0.0321827	0.0179139	0.124319	0.0789311	0.0123931	0.00913739	0.0222485	0.0711071	0.116938	0.110834	0.0854166	0.0763319	0.0544646	0.0830492	0.0537139	0.0669258	0.0829562	0.0283684	0.0692504	0.161474	0.0599732	0.067188	0.10103	0.0411977	0.179942	0.224541	0.200515	0.160176	0.0691772	0.0509009	0.104684	0.253592	0.0935348	0.123358	0.0962498	0.0406828	0.133384	0.021994	0.0867106	0.0158211	0.10014	0.00313874	0.00614516	0.00628099	0.00629741	0.00634096	0.00636424	0.00623619	0.00618211	0.00611069	0.00399593	0.00635432	0.00148822	0.00624038	0.00633309	0.0200019	0.00622749	0.00624237	0.00629503	0	0.00639341	0.00630407
unclassified-kra_ERR9709249_	0.0998452	0.0348249	0.159995	0.0158673	0.139991	0.0360788	0.0259006	0.277342	0.0373425	0.0350435	0.175414	0.0308761	0.0255069	0.0974459	0.0197709	0.0127898	0.112413	0.0321029	0.0180765	0.124484	0.0794405	0.0124978	0.00921649	0.0223919	0.0712078	0.117396	0.11126	0.0849501	0.0763771	0.0545889	0.0835524	0.0540805	0.0671969	0.083112	0.0281343	0.0688801	0.16094	0.0603761	0.0673655	0.100964	0.0414765	0.180618	0.232345	0.201267	0.160766	0.0694274	0.0507921	0.104516	0.253592	0.0940705	0.123656	0.0967095	0.0404158	0.133939	0.0219914	0.0863448	0.0157266	0.100182	0.00315697	0.00607296	0.00633188	0.00637009	0.00632936	0.00634371	0.00653562	0.00648821	0.00633072	0.00381066	0.00641928	0.00114824	0.00628067	0.00642916	0.0196117	0.00629623	0.00639117	0.00659558	0.00639341	0	0.00621583
unclassified-kra_ERR9709253_	0.0993853	0.0347029	0.15967	0.0155909	0.140781	0.0362306	0.0256085	0.274705	0.0373381	0.0350894	0.175797	0.0307538	0.0254286	0.0973053	0.0195944	0.0125735	0.11206	0.0318952	0.0177656	0.124649	0.0793578	0.012313	0.00914138	0.0220831	0.071049	0.117335	0.110572	0.0849461	0.0766049	0.0542377	0.0833923	0.0539953	0.0672773	0.0832264	0.0279413	0.0686803	0.161665	0.0601339	0.0673004	0.100603	0.041238	0.180149	0.23232	0.200539	0.160265	0.0694342	0.0504225	0.104765	0.253592	0.0938954	0.123728	0.0962427	0.0399325	0.133097	0.0217134	0.0867224	0.0155753	0.100342	0.00279586	0.00584643	0.00612713	0.00625608	0.00612654	0.00617247	0.00638417	0.0063312	0.00617983	0.00358767	0.00623758	0.000719794	0.00611069	0.00620346	0.0194109	0.00612632	0.00627994	0.0064204	0.00630407	0.00621583	0
